date,hour,day_of_week,is_weekend,intersection_id,intersection_name,vehicle_count,avg_speed_kmh,avg_wait_time_sec,congestion_level,queue_length_ns,queue_length_ew
2025-01-11,13,Saturday,True,INT-08,Dubai Mall Junction,978,33.2,82.7,0.493,147,144
2025-01-11,14,Saturday,True,INT-08,Dubai Mall Junction,927,35.9,67.3,0.467,130,128
2025-01-11,15,Saturday,True,INT-08,Dubai Mall Junction,718,38.7,61.1,0.362,77,75
2025-01-11,16,Saturday,True,INT-08,Dubai Mall Junction,805,28.5,53.5,0.406,98,97
2025-01-11,17,Saturday,True,INT-08,Dubai Mall Junction,1561,19.3,118.6,0.786,365,367
2025-01-11,18,Saturday,True,INT-08,Dubai Mall Junction,1255,23.5,83.1,0.632,234,235
2025-01-11,19,Saturday,True,INT-08,Dubai Mall Junction,1447,20.2,99.9,0.729,316,318
2025-01-11,20,Saturday,True,INT-08,Dubai Mall Junction,1054,32.9,68.0,0.531,166,168
2025-01-11,21,Saturday,True,INT-08,Dubai Mall Junction,1062,35.4,82.9,0.535,170,173
2025-01-11,22,Saturday,True,INT-08,Dubai Mall Junction,589,37.1,32.2,0.297,53,48
2025-01-11,23,Saturday,True,INT-08,Dubai Mall Junction,200,52.5,11.9,0.101,5,5
2025-01-11,0,Saturday,True,INT-09,Al Quoz Industrial,137,58.5,0.7,0.065,4,2
2025-01-11,1,Saturday,True,INT-09,Al Quoz Industrial,84,60.0,0.0,0.04,0,0
2025-01-11,2,Saturday,True,INT-09,Al Quoz Industrial,71,62.8,7.9,0.033,0,3
2025-01-11,3,Saturday,True,INT-09,Al Quoz Industrial,66,61.4,14.2,0.031,0,0
2025-01-11,4,Saturday,True,INT-09,Al Quoz Industrial,54,61.1,0.0,0.025,0,0
2025-01-11,5,Saturday,True,INT-09,Al Quoz Industrial,100,59.2,6.4,0.047,0,2
2025-01-11,6,Saturday,True,INT-09,Al Quoz Industrial,281,47.8,29.8,0.132,10,14
2025-01-11,7,Saturday,True,INT-09,Al Quoz Industrial,614,41.4,48.1,0.289,57,50
2025-01-11,8,Saturday,True,INT-09,Al Quoz Industrial,1184,31.6,80.0,0.558,202,194
2025-01-11,9,Saturday,True,INT-09,Al Quoz Industrial,1011,37.2,80.6,0.476,146,144
2025-01-11,10,Saturday,True,INT-09,Al Quoz Industrial,844,36.7,63.1,0.398,100,100
2025-01-11,11,Saturday,True,INT-09,Al Quoz Industrial,738,40.0,57.8,0.348,77,79
2025-01-11,12,Saturday,True,INT-09,Al Quoz Industrial,769,42.3,42.1,0.362,85,86
2025-01-11,13,Saturday,True,INT-09,Al Quoz Industrial,825,36.7,48.7,0.389,98,94
2025-01-11,14,Saturday,True,INT-09,Al Quoz Industrial,977,33.2,77.0,0.46,137,138
2025-01-11,15,Saturday,True,INT-09,Al Quoz Industrial,784,40.1,51.8,0.369,86,86
2025-01-11,16,Saturday,True,INT-09,Al Quoz Industrial,1119,29.3,74.5,0.527,177,177
2025-01-11,17,Saturday,True,INT-09,Al Quoz Industrial,1057,32.4,71.9,0.498,159,157
2025-01-11,18,Saturday,True,INT-09,Al Quoz Industrial,1426,24.1,107.2,0.672,283,287
2025-01-11,19,Saturday,True,INT-09,Al Quoz Industrial,1608,16.6,101.5,0.757,367,364
2025-01-11,20,Saturday,True,INT-09,Al Quoz Industrial,1072,33.6,42.9,0.505,158,163
2025-01-11,21,Saturday,True,INT-09,Al Quoz Industrial,852,37.8,51.2,0.401,102,104
2025-01-11,22,Saturday,True,INT-09,Al Quoz Industrial,574,48.6,37.4,0.27,46,47
2025-01-11,23,Saturday,True,INT-09,Al Quoz Industrial,267,50.7,17.9,0.126,8,13
2025-01-11,0,Saturday,True,INT-10,Jumeirah Beach Rd,111,54.9,17.1,0.05,0,0
2025-01-11,1,Saturday,True,INT-10,Jumeirah Beach Rd,93,56.3,5.3,0.041,1,3
2025-01-11,2,Saturday,True,INT-10,Jumeirah Beach Rd,74,56.5,5.2,0.033,1,0
2025-01-11,3,Saturday,True,INT-10,Jumeirah Beach Rd,48,57.4,11.2,0.021,0,2
2025-01-11,4,Saturday,True,INT-10,Jumeirah Beach Rd,70,56.7,19.2,0.031,0,0
2025-01-11,5,Saturday,True,INT-10,Jumeirah Beach Rd,110,55.0,6.5,0.049,0,1
2025-01-11,6,Saturday,True,INT-10,Jumeirah Beach Rd,280,55.2,6.6,0.125,7,11
2025-01-11,7,Saturday,True,INT-10,Jumeirah Beach Rd,678,42.0,42.4,0.302,61,62
2025-01-11,8,Saturday,True,INT-10,Jumeirah Beach Rd,1192,34.2,74.0,0.532,192,191
2025-01-11,9,Saturday,True,INT-10,Jumeirah Beach Rd,1035,31.7,65.5,0.462,147,140
2025-01-11,10,Saturday,True,INT-10,Jumeirah Beach Rd,1186,36.7,83.5,0.529,185,187
2025-01-11,11,Saturday,True,INT-10,Jumeirah Beach Rd,950,33.1,67.8,0.424,121,119
2025-01-11,12,Saturday,True,INT-10,Jumeirah Beach Rd,848,43.9,62.2,0.378,95,96
2025-01-11,13,Saturday,True,INT-10,Jumeirah Beach Rd,1060,29.0,81.0,0.473,150,152
2025-01-11,14,Saturday,True,INT-10,Jumeirah Beach Rd,871,39.3,59.2,0.389,103,105
2025-01-11,15,Saturday,True,INT-10,Jumeirah Beach Rd,805,39.6,49.3,0.359,85,92
2025-01-11,16,Saturday,True,INT-10,Jumeirah Beach Rd,762,49.7,55.3,0.34,77,76
2025-01-11,17,Saturday,True,INT-10,Jumeirah Beach Rd,1351,25.8,100.6,0.603,245,247
2025-01-11,18,Saturday,True,INT-10,Jumeirah Beach Rd,1463,25.2,93.0,0.653,285,284
2025-01-11,19,Saturday,True,INT-10,Jumeirah Beach Rd,1600,22.5,102.3,0.714,343,341
2025-01-11,20,Saturday,True,INT-10,Jumeirah Beach Rd,1192,33.9,86.6,0.532,193,187
2025-01-11,21,Saturday,True,INT-10,Jumeirah Beach Rd,799,37.3,44.8,0.356,84,86
2025-01-11,22,Saturday,True,INT-10,Jumeirah Beach Rd,698,42.0,50.6,0.311,67,64
2025-01-11,23,Saturday,True,INT-10,Jumeirah Beach Rd,250,54.2,0.0,0.112,9,5
2025-01-11,0,Saturday,True,INT-11,Palm Jumeirah Tunnel,190,60.9,12.7,0.079,1,4
2025-01-11,1,Saturday,True,INT-11,Palm Jumeirah Tunnel,106,53.8,9.2,0.044,0,0
2025-01-11,2,Saturday,True,INT-11,Palm Jumeirah Tunnel,81,56.5,25.6,0.034,0,1
2025-01-11,3,Saturday,True,INT-11,Palm Jumeirah Tunnel,71,59.5,8.5,0.029,2,1
2025-01-11,4,Saturday,True,INT-11,Palm Jumeirah Tunnel,72,58.6,2.9,0.03,0,0
2025-01-11,5,Saturday,True,INT-11,Palm Jumeirah Tunnel,116,58.6,8.7,0.048,1,1
2025-01-11,6,Saturday,True,INT-11,Palm Jumeirah Tunnel,258,55.2,13.2,0.107,8,10
2025-01-11,7,Saturday,True,INT-11,Palm Jumeirah Tunnel,692,46.3,41.6,0.286,63,59
2025-01-11,8,Saturday,True,INT-11,Palm Jumeirah Tunnel,1322,30.5,64.9,0.547,216,218
2025-01-11,9,Saturday,True,INT-11,Palm Jumeirah Tunnel,922,32.7,54.6,0.382,103,105
2025-01-11,10,Saturday,True,INT-11,Palm Jumeirah Tunnel,1241,34.6,89.3,0.514,190,190
2025-01-11,11,Saturday,True,INT-11,Palm Jumeirah Tunnel,772,40.7,36.8,0.32,71,76
2025-01-11,12,Saturday,True,INT-11,Palm Jumeirah Tunnel,754,47.3,57.4,0.312,71,68
2025-01-11,13,Saturday,True,INT-11,Palm Jumeirah Tunnel,908,38.1,60.4,0.376,102,100
2025-01-11,14,Saturday,True,INT-11,Palm Jumeirah Tunnel,1181,38.7,68.1,0.489,173,170
2025-01-11,15,Saturday,True,INT-11,Palm Jumeirah Tunnel,858,42.4,54.7,0.355,90,90
2025-01-11,16,Saturday,True,INT-11,Palm Jumeirah Tunnel,1025,36.3,65.3,0.424,126,130
2025-01-11,17,Saturday,True,INT-11,Palm Jumeirah Tunnel,1542,23.8,87.1,0.638,294,294
2025-01-11,18,Saturday,True,INT-11,Palm Jumeirah Tunnel,1650,23.5,77.4,0.683,339,337
2025-01-11,19,Saturday,True,INT-11,Palm Jumeirah Tunnel,2008,11.5,111.0,0.831,500,501
2025-01-11,20,Saturday,True,INT-11,Palm Jumeirah Tunnel,907,37.2,60.0,0.375,100,104
2025-01-11,21,Saturday,True,INT-11,Palm Jumeirah Tunnel,938,36.3,62.0,0.388,112,110
2025-01-11,22,Saturday,True,INT-11,Palm Jumeirah Tunnel,762,48.0,36.2,0.315,73,69
2025-01-11,23,Saturday,True,INT-11,Palm Jumeirah Tunnel,299,53.1,30.3,0.124,13,12
2025-01-11,0,Saturday,True,INT-12,Marina Walk - JBR,132,58.6,10.9,0.052,4,3
2025-01-11,1,Saturday,True,INT-12,Marina Walk - JBR,121,55.0,0.0,0.048,5,1
2025-01-11,2,Saturday,True,INT-12,Marina Walk - JBR,116,55.1,28.5,0.046,0,0
2025-01-11,3,Saturday,True,INT-12,Marina Walk - JBR,78,61.3,11.2,0.031,0,0
2025-01-11,4,Saturday,True,INT-12,Marina Walk - JBR,61,54.6,3.3,0.024,0,2
2025-01-11,5,Saturday,True,INT-12,Marina Walk - JBR,131,62.1,0.0,0.052,0,4
2025-01-11,6,Saturday,True,INT-12,Marina Walk - JBR,345,56.7,31.1,0.136,14,13
2025-01-11,7,Saturday,True,INT-12,Marina Walk - JBR,902,39.5,52.3,0.356,95,96
2025-01-11,8,Saturday,True,INT-12,Marina Walk - JBR,1490,27.2,79.6,0.588,262,260
2025-01-11,9,Saturday,True,INT-12,Marina Walk - JBR,1137,36.1,64.2,0.449,153,150
2025-01-11,10,Saturday,True,INT-12,Marina Walk - JBR,1279,31.2,68.9,0.505,195,194
2025-01-11,11,Saturday,True,INT-12,Marina Walk - JBR,1249,30.5,61.6,0.493,182,184
2025-01-11,12,Saturday,True,INT-12,Marina Walk - JBR,1106,34.3,62.2,0.436,142,147
2025-01-11,13,Saturday,True,INT-12,Marina Walk - JBR,1118,34.5,39.7,0.441,144,146
2025-01-11,14,Saturday,True,INT-12,Marina Walk - JBR,1008,40.7,42.3,0.398,121,121
2025-01-11,15,Saturday,True,INT-12,Marina Walk - JBR,1058,40.6,48.5,0.417,133,136
2025-01-11,16,Saturday,True,INT-12,Marina Walk - JBR,1395,36.0,81.7,0.55,229,225
2025-01-11,17,Saturday,True,INT-12,Marina Walk - JBR,1250,31.8,67.6,0.493,183,185
2025-01-11,18,Saturday,True,INT-12,Marina Walk - JBR,1780,22.2,109.0,0.702,374,377
2025-01-11,19,Saturday,True,INT-12,Marina Walk - JBR,1338,30.6,79.2,0.528,208,210
2025-01-11,20,Saturday,True,INT-12,Marina Walk - JBR,1488,27.0,66.3,0.587,260,259
2025-01-11,21,Saturday,True,INT-12,Marina Walk - JBR,1135,36.2,48.9,0.448,149,151
2025-01-11,22,Saturday,True,INT-12,Marina Walk - JBR,675,43.6,41.9,0.266,54,54
2025-01-11,23,Saturday,True,INT-12,Marina Walk - JBR,232,54.2,23.9,0.092,5,4
2025-01-11,0,Saturday,True,INT-13,DIP - Al Asayel St,185,62.2,26.0,0.07,1,1
2025-01-11,1,Saturday,True,INT-13,DIP - Al Asayel St,101,58.3,0.0,0.038,0,3
2025-01-11,2,Saturday,True,INT-13,DIP - Al Asayel St,105,56.3,1.4,0.04,2,3
2025-01-11,3,Saturday,True,INT-13,DIP - Al Asayel St,70,57.9,0.0,0.027,0,0
2025-01-11,4,Saturday,True,INT-13,DIP - Al Asayel St,73,54.7,10.4,0.028,1,1
2025-01-11,5,Saturday,True,INT-13,DIP - Al Asayel St,108,51.8,10.6,0.041,0,0
2025-01-11,6,Saturday,True,INT-13,DIP - Al Asayel St,249,54.1,29.4,0.094,6,4
2025-01-11,7,Saturday,True,INT-13,DIP - Al Asayel St,928,41.5,29.5,0.352,99,102
2025-01-11,8,Saturday,True,INT-13,DIP - Al Asayel St,797,40.0,15.0,0.302,72,74
2025-01-11,9,Saturday,True,INT-13,DIP - Al Asayel St,1094,41.8,68.0,0.415,139,138
2025-01-11,10,Saturday,True,INT-13,DIP - Al Asayel St,1033,39.1,47.7,0.392,120,121
2025-01-11,11,Saturday,True,INT-13,DIP - Al Asayel St,987,43.8,50.6,0.374,108,109
2025-01-11,12,Saturday,True,INT-13,DIP - Al Asayel St,1318,28.8,69.9,0.5,200,198
2025-01-11,13,Saturday,True,INT-13,DIP - Al Asayel St,1285,33.6,59.9,0.487,186,187
2025-01-11,14,Saturday,True,INT-13,DIP - Al Asayel St,1144,39.4,63.4,0.434,151,152
2025-01-11,15,Saturday,True,INT-13,DIP - Al Asayel St,1119,40.8,51.2,0.424,140,143
2025-01-11,16,Saturday,True,INT-13,DIP - Al Asayel St,958,39.5,60.0,0.363,107,103
2025-01-11,17,Saturday,True,INT-13,DIP - Al Asayel St,1444,31.4,68.1,0.547,236,237
2025-01-11,18,Saturday,True,INT-13,DIP - Al Asayel St,1792,23.6,89.5,0.679,363,363
2025-01-11,19,Saturday,True,INT-13,DIP - Al Asayel St,1286,34.7,79.2,0.488,189,187
2025-01-11,20,Saturday,True,INT-13,DIP - Al Asayel St,1229,37.1,73.5,0.466,172,175
2025-01-11,21,Saturday,True,INT-13,DIP - Al Asayel St,1095,36.8,55.8,0.415,133,137
2025-01-11,22,Saturday,True,INT-13,DIP - Al Asayel St,688,47.4,56.0,0.261,53,49
2025-01-11,23,Saturday,True,INT-13,DIP - Al Asayel St,329,53.8,10.6,0.125,13,13
2025-01-11,0,Saturday,True,INT-14,Academic City Roundabout,130,57.4,8.7,0.046,5,0
2025-01-11,1,Saturday,True,INT-14,Academic City Roundabout,141,53.6,22.6,0.05,4,0
2025-01-11,2,Saturday,True,INT-14,Academic City Roundabout,125,60.9,19.0,0.044,4,3
2025-01-11,3,Saturday,True,INT-14,Academic City Roundabout,78,63.0,0.0,0.027,0,0
2025-01-11,4,Saturday,True,INT-14,Academic City Roundabout,86,55.6,0.0,0.03,0,0
2025-01-11,5,Saturday,True,INT-14,Academic City Roundabout,133,55.2,0.0,0.047,2,5
2025-01-11,6,Saturday,True,INT-14,Academic City Roundabout,310,56.8,15.8,0.109,11,11
2025-01-11,7,Saturday,True,INT-14,Academic City Roundabout,910,39.7,33.9,0.321,89,88
2025-01-11,8,Saturday,True,INT-14,Academic City Roundabout,1613,31.3,92.6,0.569,275,272
2025-01-11,9,Saturday,True,INT-14,Academic City Roundabout,1207,42.4,64.8,0.425,151,155
2025-01-11,10,Saturday,True,INT-14,Academic City Roundabout,1567,28.5,82.8,0.552,260,260
2025-01-11,11,Saturday,True,INT-14,Academic City Roundabout,1204,35.9,67.4,0.424,155,152
2025-01-11,12,Saturday,True,INT-14,Academic City Roundabout,1446,31.3,59.6,0.51,218,222
2025-01-11,13,Saturday,True,INT-14,Academic City Roundabout,1004,41.2,43.1,0.354,102,107
2025-01-11,14,Saturday,True,INT-14,Academic City Roundabout,934,49.1,63.8,0.329,92,88
2025-01-11,15,Saturday,True,INT-14,Academic City Roundabout,1123,44.1,67.6,0.396,135,136
2025-01-11,16,Saturday,True,INT-14,Academic City Roundabout,1048,43.3,72.6,0.369,114,115
2025-01-11,17,Saturday,True,INT-14,Academic City Roundabout,2121,23.8,99.0,0.748,473,475
2025-01-11,18,Saturday,True,INT-14,Academic City Roundabout,1508,28.7,69.7,0.532,242,243
2025-01-11,19,Saturday,True,INT-14,Academic City Roundabout,2137,16.8,107.6,0.753,482,483
2025-01-11,20,Saturday,True,INT-14,Academic City Roundabout,1675,26.7,74.9,0.59,299,298
2025-01-11,21,Saturday,True,INT-14,Academic City Roundabout,1243,33.1,71.8,0.438,163,158
2025-01-11,22,Saturday,True,INT-14,Academic City Roundabout,693,48.2,33.0,0.244,51,51
2025-01-11,23,Saturday,True,INT-14,Academic City Roundabout,276,56.8,21.8,0.097,7,8
2025-01-11,0,Saturday,True,INT-15,Hessa Street - Al Barsha,186,56.9,16.4,0.062,2,2
2025-01-11,1,Saturday,True,INT-15,Hessa Street - Al Barsha,155,59.9,19.4,0.052,0,2
2025-01-11,2,Saturday,True,INT-15,Hessa Street - Al Barsha,109,60.2,10.5,0.037,0,2
2025-01-11,3,Saturday,True,INT-15,Hessa Street - Al Barsha,91,59.3,0.0,0.031,0,4
2025-01-11,4,Saturday,True,INT-15,Hessa Street - Al Barsha,99,58.0,4.3,0.033,5,1
2025-01-11,5,Saturday,True,INT-15,Hessa Street - Al Barsha,136,55.2,4.2,0.046,0,2
2025-01-11,6,Saturday,True,INT-15,Hessa Street - Al Barsha,413,56.3,12.9,0.139,12,17
2025-01-11,7,Saturday,True,INT-15,Hessa Street - Al Barsha,1145,34.4,51.6,0.384,132,130
2025-01-11,8,Saturday,True,INT-15,Hessa Street - Al Barsha,1094,38.0,47.2,0.367,116,122
2025-01-11,9,Saturday,True,INT-15,Hessa Street - Al Barsha,1500,32.9,79.8,0.503,223,226
2025-01-11,10,Saturday,True,INT-15,Hessa Street - Al Barsha,1135,40.7,27.9,0.381,129,130
2025-01-11,11,Saturday,True,INT-15,Hessa Street - Al Barsha,1170,41.2,50.5,0.393,132,139
2025-01-11,12,Saturday,True,INT-15,Hessa Street - Al Barsha,1510,37.4,73.7,0.507,230,234
2025-01-11,13,Saturday,True,INT-15,Hessa Street - Al Barsha,1061,42.1,63.4,0.356,113,113
2025-01-11,14,Saturday,True,INT-15,Hessa Street - Al Barsha,966,46.9,57.4,0.324,96,93
2025-01-11,15,Saturday,True,INT-15,Hessa Street - Al Barsha,1075,40.5,68.9,0.361,115,119
2025-01-11,16,Saturday,True,INT-15,Hessa Street - Al Barsha,1326,33.4,43.3,0.445,178,178
2025-01-11,17,Saturday,True,INT-15,Hessa Street - Al Barsha,1496,37.3,58.5,0.502,226,226
2025-01-11,18,Saturday,True,INT-15,Hessa Street - Al Barsha,2361,11.3,124.7,0.792,560,560
2025-01-11,19,Saturday,True,INT-15,Hessa Street - Al Barsha,2159,23.8,84.4,0.724,466,471
2025-01-11,20,Saturday,True,INT-15,Hessa Street - Al Barsha,1695,29.8,72.0,0.569,290,291
2025-01-11,21,Saturday,True,INT-15,Hessa Street - Al Barsha,1675,28.6,89.7,0.562,286,279
2025-01-11,22,Saturday,True,INT-15,Hessa Street - Al Barsha,1004,42.4,49.3,0.337,100,100
2025-01-11,23,Saturday,True,INT-15,Hessa Street - Al Barsha,308,51.6,19.4,0.103,11,7
2025-01-11,0,Saturday,True,INT-16,Dubai Airport - Terminal 3,183,55.7,0.0,0.059,5,3
2025-01-11,1,Saturday,True,INT-16,Dubai Airport - Terminal 3,104,57.8,0.0,0.033,2,1
2025-01-11,2,Saturday,True,INT-16,Dubai Airport - Terminal 3,133,53.3,20.5,0.043,2,0
2025-01-11,3,Saturday,True,INT-16,Dubai Airport - Terminal 3,115,57.6,0.0,0.037,3,0
2025-01-11,4,Saturday,True,INT-16,Dubai Airport - Terminal 3,106,57.6,1.4,0.034,0,0
2025-01-11,5,Saturday,True,INT-16,Dubai Airport - Terminal 3,149,52.5,13.8,0.048,1,1
2025-01-11,6,Saturday,True,INT-16,Dubai Airport - Terminal 3,395,52.6,30.5,0.127,10,16
2025-01-11,7,Saturday,True,INT-16,Dubai Airport - Terminal 3,1005,40.6,55.9,0.322,98,97
2025-01-11,8,Saturday,True,INT-16,Dubai Airport - Terminal 3,1488,32.1,57.9,0.477,215,214
2025-01-11,9,Saturday,True,INT-16,Dubai Airport - Terminal 3,1383,34.8,84.1,0.443,182,183
2025-01-11,10,Saturday,True,INT-16,Dubai Airport - Terminal 3,1655,31.2,93.7,0.53,264,262
2025-01-11,11,Saturday,True,INT-16,Dubai Airport - Terminal 3,1148,38.0,59.9,0.368,129,127
2025-01-11,12,Saturday,True,INT-16,Dubai Airport - Terminal 3,1480,31.3,79.2,0.474,212,211
2025-01-11,13,Saturday,True,INT-16,Dubai Airport - Terminal 3,1468,34.7,58.6,0.47,204,206
2025-01-11,14,Saturday,True,INT-16,Dubai Airport - Terminal 3,1133,38.9,47.4,0.363,123,123
2025-01-11,15,Saturday,True,INT-16,Dubai Airport - Terminal 3,641,50.0,30.9,0.205,41,39
2025-01-11,16,Saturday,True,INT-16,Dubai Airport - Terminal 3,1651,31.0,79.6,0.529,260,264
2025-01-11,17,Saturday,True,INT-16,Dubai Airport - Terminal 3,2262,26.5,98.9,0.725,492,488
2025-01-11,18,Saturday,True,INT-16,Dubai Airport - Terminal 3,1527,35.3,69.3,0.489,221,224
2025-01-11,19,Saturday,True,INT-16,Dubai Airport - Terminal 3,2293,20.5,118.1,0.735,504,507
2025-01-11,20,Saturday,True,INT-16,Dubai Airport - Terminal 3,1561,36.7,59.3,0.5,234,234
2025-01-11,21,Saturday,True,INT-16,Dubai Airport - Terminal 3,1394,34.8,68.6,0.447,186,185
2025-01-11,22,Saturday,True,INT-16,Dubai Airport - Terminal 3,1004,42.9,31.2,0.322,95,99
2025-01-11,23,Saturday,True,INT-16,Dubai Airport - Terminal 3,314,56.2,7.5,0.101,6,10
2025-01-12,0,Sunday,True,INT-01,Al Rigga - Salahuddin,54,55.1,10.8,0.054,0,0
2025-01-12,1,Sunday,True,INT-01,Al Rigga - Salahuddin,43,55.6,8.1,0.043,0,1
2025-01-12,2,Sunday,True,INT-01,Al Rigga - Salahuddin,38,56.2,24.7,0.038,0,0
2025-01-12,3,Sunday,True,INT-01,Al Rigga - Salahuddin,28,58.7,8.5,0.028,0,0
2025-01-12,4,Sunday,True,INT-01,Al Rigga - Salahuddin,24,56.8,0.0,0.024,0,0
2025-01-12,5,Sunday,True,INT-01,Al Rigga - Salahuddin,51,62.2,14.9,0.051,3,2
2025-01-12,6,Sunday,True,INT-01,Al Rigga - Salahuddin,131,52.0,20.2,0.13,4,4
2025-01-12,7,Sunday,True,INT-01,Al Rigga - Salahuddin,325,44.7,50.8,0.323,31,31
2025-01-12,8,Sunday,True,INT-01,Al Rigga - Salahuddin,531,33.5,60.8,0.528,81,86
2025-01-12,9,Sunday,True,INT-01,Al Rigga - Salahuddin,406,36.9,55.5,0.404,48,50
2025-01-12,10,Sunday,True,INT-01,Al Rigga - Salahuddin,349,41.3,52.4,0.347,37,36
2025-01-12,11,Sunday,True,INT-01,Al Rigga - Salahuddin,410,36.3,49.3,0.408,55,49
2025-01-12,12,Sunday,True,INT-01,Al Rigga - Salahuddin,444,38.2,79.5,0.442,57,56
2025-01-12,13,Sunday,True,INT-01,Al Rigga - Salahuddin,403,43.1,47.3,0.401,48,46
2025-01-12,14,Sunday,True,INT-01,Al Rigga - Salahuddin,328,41.5,37.6,0.326,30,36
2025-01-12,15,Sunday,True,INT-01,Al Rigga - Salahuddin,405,41.0,66.2,0.403,48,48
2025-01-12,16,Sunday,True,INT-01,Al Rigga - Salahuddin,474,35.1,62.2,0.471,67,65
2025-01-12,17,Sunday,True,INT-01,Al Rigga - Salahuddin,594,27.1,72.4,0.591,100,103
2025-01-12,18,Sunday,True,INT-01,Al Rigga - Salahuddin,872,12.2,132.6,0.867,222,224
2025-01-12,19,Sunday,True,INT-01,Al Rigga - Salahuddin,516,31.7,98.1,0.513,80,82
2025-01-12,20,Sunday,True,INT-01,Al Rigga - Salahuddin,513,36.5,94.2,0.51,78,77
2025-01-12,21,Sunday,True,INT-01,Al Rigga - Salahuddin,336,41.0,48.9,0.334,37,31
2025-01-12,22,Sunday,True,INT-01,Al Rigga - Salahuddin,269,40.1,34.3,0.268,22,22
2025-01-12,23,Sunday,True,INT-01,Al Rigga - Salahuddin,127,54.4,24.0,0.126,4,2
2025-01-12,0,Sunday,True,INT-02,Deira City Centre,67,57.5,4.9,0.062,2,1
2025-01-12,1,Sunday,True,INT-02,Deira City Centre,53,56.5,11.0,0.049,0,0
2025-01-12,2,Sunday,True,INT-02,Deira City Centre,40,61.2,9.4,0.037,0,1
2025-01-12,3,Sunday,True,INT-02,Deira City Centre,28,61.0,12.7,0.026,0,0
2025-01-12,4,Sunday,True,INT-02,Deira City Centre,26,60.5,1.3,0.024,0,0
2025-01-12,5,Sunday,True,INT-02,Deira City Centre,49,54.6,16.4,0.045,0,0
2025-01-12,6,Sunday,True,INT-02,Deira City Centre,147,53.9,10.0,0.136,5,4
2025-01-12,7,Sunday,True,INT-02,Deira City Centre,283,42.0,44.6,0.261,20,20
2025-01-12,8,Sunday,True,INT-02,Deira City Centre,520,41.8,74.0,0.48,76,73
2025-01-12,9,Sunday,True,INT-02,Deira City Centre,472,36.5,55.9,0.436,61,60
2025-01-12,10,Sunday,True,INT-02,Deira City Centre,462,36.4,55.2,0.426,58,60
2025-01-12,11,Sunday,True,INT-02,Deira City Centre,340,41.5,48.6,0.314,30,34
2025-01-12,12,Sunday,True,INT-02,Deira City Centre,578,34.8,83.4,0.533,94,92
2025-01-12,13,Sunday,True,INT-02,Deira City Centre,488,34.2,49.3,0.45,65,65
2025-01-12,14,Sunday,True,INT-02,Deira City Centre,440,45.6,51.2,0.406,53,57
2025-01-12,15,Sunday,True,INT-02,Deira City Centre,368,38.6,47.0,0.34,36,39
2025-01-12,16,Sunday,True,INT-02,Deira City Centre,504,31.6,70.2,0.465,70,67
2025-01-12,17,Sunday,True,INT-02,Deira City Centre,701,26.6,79.7,0.647,133,135
2025-01-12,18,Sunday,True,INT-02,Deira City Centre,670,28.4,84.7,0.618,123,122
2025-01-12,19,Sunday,True,INT-02,Deira City Centre,797,18.0,95.6,0.736,175,178
2025-01-12,20,Sunday,True,INT-02,Deira City Centre,614,27.7,77.5,0.567,101,108
2025-01-12,21,Sunday,True,INT-02,Deira City Centre,557,33.1,73.9,0.514,83,85
2025-01-12,22,Sunday,True,INT-02,Deira City Centre,326,45.9,38.8,0.301,31,31
2025-01-12,23,Sunday,True,INT-02,Deira City Centre,127,56.6,33.4,0.117,8,3
2025-01-12,0,Sunday,True,INT-03,Al Maktoum Bridge,74,49.4,6.0,0.057,0,0
2025-01-12,1,Sunday,True,INT-03,Al Maktoum Bridge,62,55.6,2.2,0.048,1,0
2025-01-12,2,Sunday,True,INT-03,Al Maktoum Bridge,38,53.2,7.6,0.029,0,0
2025-01-12,3,Sunday,True,INT-03,Al Maktoum Bridge,44,59.2,0.0,0.034,0,2
2025-01-12,4,Sunday,True,INT-03,Al Maktoum Bridge,36,57.2,11.5,0.028,0,2
2025-01-12,5,Sunday,True,INT-03,Al Maktoum Bridge,56,55.9,6.4,0.043,2,1
2025-01-12,6,Sunday,True,INT-03,Al Maktoum Bridge,152,51.2,7.4,0.118,7,7
2025-01-12,7,Sunday,True,INT-03,Al Maktoum Bridge,478,42.4,57.8,0.37,53,53
2025-01-12,8,Sunday,True,INT-03,Al Maktoum Bridge,694,30.9,83.0,0.537,113,109
2025-01-12,9,Sunday,True,INT-03,Al Maktoum Bridge,613,34.2,82.9,0.475,89,85
2025-01-12,10,Sunday,True,INT-03,Al Maktoum Bridge,538,31.9,56.1,0.417,67,68
2025-01-12,11,Sunday,True,INT-03,Al Maktoum Bridge,494,40.7,48.1,0.383,56,55
2025-01-12,12,Sunday,True,INT-03,Al Maktoum Bridge,612,38.6,67.7,0.474,84,87
2025-01-12,13,Sunday,True,INT-03,Al Maktoum Bridge,703,27.8,90.8,0.544,113,113
2025-01-12,14,Sunday,True,INT-03,Al Maktoum Bridge,394,44.3,62.1,0.305,36,34
2025-01-12,15,Sunday,True,INT-03,Al Maktoum Bridge,527,40.4,70.4,0.408,62,67
2025-01-12,16,Sunday,True,INT-03,Al Maktoum Bridge,606,39.9,69.1,0.469,86,83
2025-01-12,17,Sunday,True,INT-03,Al Maktoum Bridge,899,19.2,102.9,0.696,186,187
