date,hour,zone,congestion_index,estimated_vehicles,avg_speed_kmh,co2_emissions_kg,fuel_waste_liters,is_weekend
2025-01-24,3,Airport Area,0.191,529,55.9,39.32,42.8,True
2025-01-24,4,Airport Area,0.073,553,60.7,36.22,10.0,True
2025-01-24,5,Airport Area,0.158,546,54.5,39.24,29.6,True
2025-01-24,6,Airport Area,0.219,625,58.0,47.75,39.2,True
2025-01-24,7,Airport Area,0.49,808,45.0,78.2,92.7,True
2025-01-24,8,Airport Area,0.612,820,33.9,86.84,126.8,True
2025-01-24,9,Airport Area,0.595,813,39.0,85.04,72.4,True
2025-01-24,10,Airport Area,0.339,694,45.3,59.3,39.6,True
2025-01-24,11,Airport Area,0.316,666,47.5,55.74,72.2,True
2025-01-24,12,Airport Area,0.69,859,37.6,95.96,159.4,True
2025-01-24,13,Airport Area,0.647,846,42.1,91.79,124.6,True
2025-01-24,14,Airport Area,0.374,646,46.7,56.87,51.8,True
2025-01-24,15,Airport Area,0.608,846,36.1,89.32,117.9,True
2025-01-24,16,Airport Area,0.347,714,50.7,61.45,52.6,True
2025-01-24,17,Airport Area,0.748,859,30.5,99.75,152.2,True
2025-01-24,18,Airport Area,0.696,863,29.6,96.85,169.8,True
2025-01-24,19,Airport Area,0.739,845,31.0,97.51,148.9,True
2025-01-24,20,Airport Area,0.552,789,30.2,80.02,111.7,True
2025-01-24,21,Airport Area,0.511,795,44.2,78.18,95.9,True
2025-01-24,22,Airport Area,0.2,622,53.7,46.63,10.7,True
2025-01-24,23,Airport Area,0.192,563,60.1,41.87,28.5,True
2025-01-25,0,Deira,0.073,540,67.8,35.34,0.0,True
2025-01-25,1,Deira,0.006,475,65.1,28.73,0.0,True
2025-01-25,2,Deira,0.0,508,63.4,30.48,0.0,True
2025-01-25,3,Deira,0.093,565,64.4,37.84,15.4,True
2025-01-25,4,Deira,0.149,554,52.7,39.42,39.0,True
2025-01-25,5,Deira,0.1,552,58.7,37.28,44.2,True
2025-01-25,6,Deira,0.247,639,50.1,50.18,69.7,True
2025-01-25,7,Deira,0.553,793,38.8,80.48,103.1,True
2025-01-25,8,Deira,0.878,943,31.5,118.7,173.3,True
2025-01-25,9,Deira,0.667,820,33.5,90.23,150.1,True
2025-01-25,10,Deira,0.62,828,37.5,88.18,134.9,True
2025-01-25,11,Deira,0.467,782,45.4,74.29,95.6,True
2025-01-25,12,Deira,0.459,727,43.7,68.63,102.0,True
2025-01-25,13,Deira,0.513,802,39.3,78.98,139.2,True
2025-01-25,14,Deira,0.387,766,48.3,68.19,66.5,True
2025-01-25,15,Deira,0.523,708,43.4,70.24,90.5,True
2025-01-25,16,Deira,0.534,740,42.3,74.06,108.3,True
2025-01-25,17,Deira,0.868,943,22.8,117.96,160.8,True
2025-01-25,18,Deira,0.776,884,28.7,104.47,145.9,True
2025-01-25,19,Deira,0.846,869,29.5,107.3,174.7,True
2025-01-25,20,Deira,0.664,866,27.8,95.11,132.3,True
2025-01-25,21,Deira,0.606,827,37.1,87.21,110.4,True
2025-01-25,22,Deira,0.223,591,51.4,45.36,22.0,True
2025-01-25,23,Deira,0.145,553,60.2,39.2,21.0,True
2025-01-25,0,Bur Dubai,0.014,469,63.4,28.65,0.9,True
2025-01-25,1,Bur Dubai,0.0,486,64.0,29.16,12.1,True
2025-01-25,2,Bur Dubai,0.0,523,62.3,31.38,0.0,True
2025-01-25,3,Bur Dubai,0.03,472,63.6,29.37,0.0,True
2025-01-25,4,Bur Dubai,0.044,524,64.1,33.18,0.0,True
2025-01-25,5,Bur Dubai,0.127,617,60.9,42.88,8.0,True
2025-01-25,6,Bur Dubai,0.107,536,63.5,36.45,36.4,True
2025-01-25,7,Bur Dubai,0.348,739,49.8,63.62,76.2,True
2025-01-25,8,Bur Dubai,0.629,810,33.9,86.8,126.1,True
2025-01-25,9,Bur Dubai,0.573,792,38.1,81.56,108.7,True
2025-01-25,10,Bur Dubai,0.668,797,36.9,87.77,145.5,True
2025-01-25,11,Bur Dubai,0.424,686,48.6,62.96,108.1,True
2025-01-25,12,Bur Dubai,0.496,729,49.2,70.84,139.9,True
2025-01-25,13,Bur Dubai,0.629,880,32.9,94.34,112.7,True
2025-01-25,14,Bur Dubai,0.395,686,49.0,61.48,84.3,True
2025-01-25,15,Bur Dubai,0.364,676,53.8,59.01,86.2,True
2025-01-25,16,Bur Dubai,0.534,771,41.0,77.14,73.0,True
2025-01-25,17,Bur Dubai,0.698,864,37.2,97.07,133.0,True
2025-01-25,18,Bur Dubai,0.678,890,32.8,98.67,126.3,True
2025-01-25,19,Bur Dubai,0.651,840,31.5,91.42,145.7,True
2025-01-25,20,Bur Dubai,0.432,706,46.4,65.23,90.6,True
2025-01-25,21,Bur Dubai,0.576,806,40.1,83.18,101.2,True
2025-01-25,22,Bur Dubai,0.169,595,54.1,43.25,22.7,True
2025-01-25,23,Bur Dubai,0.09,534,64.2,35.63,14.1,True
2025-01-25,0,Downtown,0.18,612,59.0,45.0,42.9,True
2025-01-25,1,Downtown,0.11,561,62.7,38.29,43.4,True
2025-01-25,2,Downtown,0.091,498,64.6,33.29,18.7,True
2025-01-25,3,Downtown,0.085,589,63.6,39.07,13.8,True
2025-01-25,4,Downtown,0.0,481,67.2,28.86,17.7,True
2025-01-25,5,Downtown,0.085,528,58.7,35.06,29.3,True
2025-01-25,6,Downtown,0.198,628,57.8,47.02,46.5,True
2025-01-25,7,Downtown,0.417,690,48.4,63.0,77.9,True
2025-01-25,8,Downtown,0.922,980,27.7,126.59,201.5,True
2025-01-25,9,Downtown,0.614,838,39.1,88.89,142.4,True
2025-01-25,10,Downtown,0.629,830,36.0,88.96,143.6,True
2025-01-25,11,Downtown,0.709,904,31.5,102.29,125.9,True
2025-01-25,12,Downtown,0.444,748,45.3,69.77,121.6,True
2025-01-25,13,Downtown,0.517,742,39.7,73.28,98.8,True
2025-01-25,14,Downtown,0.794,855,30.6,102.2,131.1,True
2025-01-25,15,Downtown,0.578,730,41.9,75.45,120.2,True
2025-01-25,16,Downtown,0.639,820,34.8,88.51,136.0,True
2025-01-25,17,Downtown,0.868,900,22.2,112.6,170.9,True
2025-01-25,18,Downtown,0.948,1028,26.1,134.78,196.8,True
2025-01-25,19,Downtown,0.902,984,25.0,125.57,166.3,True
2025-01-25,20,Downtown,0.859,919,24.9,114.35,174.8,True
2025-01-25,21,Downtown,0.596,817,38.3,85.55,135.8,True
2025-01-25,22,Downtown,0.371,620,52.0,54.46,66.7,True
2025-01-25,23,Downtown,0.102,565,63.4,38.24,10.2,True
2025-01-25,0,Marina,0.089,549,56.9,36.59,24.8,True
2025-01-25,1,Marina,0.064,553,65.4,35.85,15.8,True
2025-01-25,2,Marina,0.0,473,63.2,28.38,0.0,True
2025-01-25,3,Marina,0.0,471,62.9,28.26,13.2,True
2025-01-25,4,Marina,0.053,541,67.1,34.62,0.9,True
2025-01-25,5,Marina,0.081,501,59.6,33.12,0.0,True
2025-01-25,6,Marina,0.098,533,63.3,35.9,16.4,True
2025-01-25,7,Marina,0.409,714,47.9,64.76,89.9,True
2025-01-25,8,Marina,0.62,809,41.0,86.15,138.4,True
2025-01-25,9,Marina,0.532,759,38.1,75.81,113.8,True
2025-01-25,10,Marina,0.319,569,51.6,47.76,57.2,True
2025-01-25,11,Marina,0.492,817,40.1,79.16,84.9,True
2025-01-25,12,Marina,0.417,737,43.1,67.26,80.6,True
2025-01-25,13,Marina,0.428,780,42.4,71.86,112.7,True
2025-01-25,14,Marina,0.366,692,48.5,60.51,66.3,True
2025-01-25,15,Marina,0.191,624,57.6,46.38,1.6,True
2025-01-25,16,Marina,0.618,811,35.7,86.24,125.6,True
2025-01-25,17,Marina,0.528,728,35.3,72.53,127.5,True
2025-01-25,18,Marina,0.896,950,30.8,120.87,171.2,True
2025-01-25,19,Marina,0.538,753,41.4,75.59,121.5,True
2025-01-25,20,Marina,0.53,730,44.6,72.8,114.4,True
2025-01-25,21,Marina,0.418,719,47.0,65.68,107.4,True
2025-01-25,22,Marina,0.169,586,58.9,42.6,16.8,True
2025-01-25,23,Marina,0.04,533,58.8,33.59,22.1,True
2025-01-25,0,JBR,0.064,516,60.7,33.45,23.5,True
2025-01-25,1,JBR,0.117,524,60.6,36.05,34.7,True
2025-01-25,2,JBR,0.018,536,63.7,32.9,0.0,True
2025-01-25,3,JBR,0.0,503,65.5,30.18,10.2,True
2025-01-25,4,JBR,0.0,533,64.7,31.98,4.8,True
2025-01-25,5,JBR,0.0,501,64.9,30.06,0.0,True
2025-01-25,6,JBR,0.211,642,54.9,48.67,50.5,True
2025-01-25,7,JBR,0.441,730,47.4,67.92,107.7,True
2025-01-25,8,JBR,0.512,693,38.2,68.18,98.5,True
2025-01-25,9,JBR,0.48,725,38.9,69.61,84.0,True
2025-01-25,10,JBR,0.297,630,54.3,51.84,78.6,True
2025-01-25,11,JBR,0.374,731,52.1,64.38,89.5,True
2025-01-25,12,JBR,0.285,675,51.8,54.95,75.6,True
2025-01-25,13,JBR,0.589,778,39.2,81.06,142.1,True
2025-01-25,14,JBR,0.415,690,45.9,62.86,62.6,True
2025-01-25,15,JBR,0.409,691,45.7,62.65,79.6,True
2025-01-25,16,JBR,0.4,697,42.2,62.72,55.9,True
2025-01-25,17,JBR,0.569,766,35.2,78.66,119.5,True
2025-01-25,18,JBR,0.509,765,42.5,75.1,124.4,True
2025-01-25,19,JBR,0.504,727,35.9,71.1,121.4,True
2025-01-25,20,JBR,0.494,741,41.7,71.92,75.9,True
2025-01-25,21,JBR,0.397,679,49.0,60.95,82.6,True
2025-01-25,22,JBR,0.21,575,53.6,43.57,70.9,True
2025-01-25,23,JBR,0.241,577,50.9,45.03,46.3,True
2025-01-25,0,Business Bay,0.094,560,60.6,37.57,0.0,True
2025-01-25,1,Business Bay,0.0,493,64.9,29.58,0.0,True
2025-01-25,2,Business Bay,0.0,501,67.6,30.06,0.0,True
2025-01-25,3,Business Bay,0.101,561,61.0,37.91,27.3,True
2025-01-25,4,Business Bay,0.044,517,64.3,32.72,21.4,True
2025-01-25,5,Business Bay,0.074,494,60.9,32.38,10.6,True
2025-01-25,6,Business Bay,0.251,673,56.4,53.05,39.8,True
2025-01-25,7,Business Bay,0.473,726,43.9,69.31,84.5,True
2025-01-25,8,Business Bay,0.766,818,26.3,96.07,152.2,True
2025-01-25,9,Business Bay,0.586,789,40.3,81.99,109.4,True
2025-01-25,10,Business Bay,0.612,813,41.3,86.07,118.1,True
2025-01-25,11,Business Bay,0.549,751,40.4,75.96,115.5,True
2025-01-25,12,Business Bay,0.449,706,40.7,66.16,93.5,True
2025-01-25,13,Business Bay,0.752,921,27.3,107.19,153.2,True
2025-01-25,14,Business Bay,0.459,672,42.9,63.44,71.0,True
2025-01-25,15,Business Bay,0.423,706,50.2,64.78,68.7,True
2025-01-25,16,Business Bay,0.661,835,34.7,91.46,137.6,True
2025-01-25,17,Business Bay,0.841,928,22.5,114.21,153.9,True
2025-01-25,18,Business Bay,0.852,910,31.3,112.76,159.6,True
2025-01-25,19,Business Bay,0.811,898,34.1,108.48,160.2,True
2025-01-25,20,Business Bay,0.602,791,44.6,83.15,153.3,True
2025-01-25,21,Business Bay,0.565,786,44.7,80.46,94.9,True
2025-01-25,22,Business Bay,0.316,608,49.7,50.89,63.1,True
2025-01-25,23,Business Bay,0.182,643,60.8,47.38,31.0,True
2025-01-25,0,Al Quoz,0.0,526,67.9,31.56,7.1,True
2025-01-25,1,Al Quoz,0.0,511,65.2,30.66,0.0,True
2025-01-25,2,Al Quoz,0.085,432,58.8,28.66,0.0,True
2025-01-25,3,Al Quoz,0.088,510,61.9,33.97,6.1,True
2025-01-25,4,Al Quoz,0.003,486,67.4,29.26,14.9,True
2025-01-25,5,Al Quoz,0.0,529,63.7,31.74,28.8,True
2025-01-25,6,Al Quoz,0.059,547,63.4,35.24,0.0,True
2025-01-25,7,Al Quoz,0.343,643,47.2,55.1,58.4,True
2025-01-25,8,Al Quoz,0.538,827,43.0,82.97,99.2,True
2025-01-25,9,Al Quoz,0.497,741,38.3,72.08,112.6,True
2025-01-25,10,Al Quoz,0.415,652,43.3,59.4,98.8,True
2025-01-25,11,Al Quoz,0.363,671,46.4,58.54,40.3,True
2025-01-25,12,Al Quoz,0.442,694,42.7,64.62,69.5,True
2025-01-25,13,Al Quoz,0.437,731,44.6,67.8,89.3,True
2025-01-25,14,Al Quoz,0.403,713,48.3,64.35,91.2,True
2025-01-25,15,Al Quoz,0.241,569,51.7,44.41,40.1,True
2025-01-25,16,Al Quoz,0.335,633,45.1,53.86,73.7,True
2025-01-25,17,Al Quoz,0.555,818,37.4,83.16,109.2,True
2025-01-25,18,Al Quoz,0.469,702,51.2,66.83,78.8,True
2025-01-25,19,Al Quoz,0.285,604,45.8,49.14,32.4,True
2025-01-25,20,Al Quoz,0.447,763,39.6,71.38,84.6,True
2025-01-25,21,Al Quoz,0.37,662,48.0,58.1,91.4,True
2025-01-25,22,Al Quoz,0.203,541,55.6,40.69,49.0,True
2025-01-25,23,Al Quoz,0.204,604,55.9,45.48,45.3,True
2025-01-25,0,DIP,0.024,511,59.9,31.56,0.3,True
2025-01-25,1,DIP,0.0,466,67.5,27.96,0.0,True
2025-01-25,2,DIP,0.027,559,66.9,34.69,13.6,True
2025-01-25,3,DIP,0.0,536,66.1,32.16,0.0,True
2025-01-25,4,DIP,0.0,518,68.1,31.08,5.5,True
2025-01-25,5,DIP,0.021,553,65.1,34.05,44.9,True
2025-01-25,6,DIP,0.0,475,62.4,28.5,0.0,True
2025-01-25,7,DIP,0.148,610,58.7,43.37,32.4,True
2025-01-25,8,DIP,0.471,786,43.5,74.95,87.8,True
2025-01-25,9,DIP,0.299,690,57.1,56.9,57.8,True
2025-01-25,10,DIP,0.296,550,53.2,45.21,65.9,True
2025-01-25,11,DIP,0.261,614,58.4,48.85,28.1,True
2025-01-25,12,DIP,0.326,681,49.6,57.51,70.1,True
2025-01-25,13,DIP,0.255,636,55.3,50.32,77.8,True
2025-01-25,14,DIP,0.3,623,48.5,51.4,76.5,True
2025-01-25,15,DIP,0.283,639,49.0,51.9,60.0,True
2025-01-25,16,DIP,0.282,617,49.0,50.08,53.9,True
2025-01-25,17,DIP,0.459,729,42.3,68.85,99.3,True
2025-01-25,18,DIP,0.558,717,43.9,73.0,132.4,True
2025-01-25,19,DIP,0.487,712,44.0,68.73,81.5,True
2025-01-25,20,DIP,0.423,701,43.3,64.28,92.7,True
2025-01-25,21,DIP,0.359,743,51.4,64.6,54.1,True
2025-01-25,22,DIP,0.208,603,55.8,45.59,15.9,True
2025-01-25,23,DIP,0.232,641,53.5,49.6,29.3,True
2025-01-25,0,Academic City,0.088,540,63.9,35.95,6.1,True
2025-01-25,1,Academic City,0.0,480,61.8,28.8,0.0,True
2025-01-25,2,Academic City,0.005,519,65.3,31.34,0.0,True
2025-01-25,3,Academic City,0.066,569,58.6,36.94,25.4,True
2025-01-25,4,Academic City,0.121,531,60.3,36.69,22.9,True
2025-01-25,5,Academic City,0.015,464,60.9,28.36,0.9,True
2025-01-25,6,Academic City,0.049,530,54.2,33.77,0.0,True
2025-01-25,7,Academic City,0.261,613,53.7,48.78,67.9,True
2025-01-25,8,Academic City,0.355,681,46.4,59.01,50.2,True
2025-01-25,9,Academic City,0.27,638,51.6,51.21,36.7,True
2025-01-25,10,Academic City,0.239,632,55.9,49.25,64.8,True
2025-01-25,11,Academic City,0.068,538,61.6,35.01,19.9,True
2025-01-25,12,Academic City,0.307,679,51.1,56.39,37.2,True
2025-01-25,13,Academic City,0.301,657,52.3,54.25,55.1,True
2025-01-25,14,Academic City,0.215,589,56.0,44.85,40.7,True
2025-01-25,15,Academic City,0.174,621,58.7,45.36,57.7,True
2025-01-25,16,Academic City,0.303,659,54.4,54.52,48.8,True
2025-01-25,17,Academic City,0.322,635,52.0,53.42,52.2,True
2025-01-25,18,Academic City,0.417,745,50.2,68.03,66.2,True
2025-01-25,19,Academic City,0.384,675,45.0,59.94,80.5,True
2025-01-25,20,Academic City,0.259,641,50.7,50.89,53.0,True
2025-01-25,21,Academic City,0.221,604,54.4,46.27,41.8,True
2025-01-25,22,Academic City,0.107,534,58.6,36.32,24.9,True
2025-01-25,23,Academic City,0.171,587,58.9,42.76,44.8,True
2025-01-25,0,Jumeirah,0.058,486,65.6,31.27,6.0,True
2025-01-25,1,Jumeirah,0.139,545,60.1,38.4,27.8,True
2025-01-25,2,Jumeirah,0.041,517,55.3,32.62,0.0,True
2025-01-25,3,Jumeirah,0.09,499,57.7,33.29,33.1,True
2025-01-25,4,Jumeirah,0.116,592,61.2,40.66,14.8,True
2025-01-25,5,Jumeirah,0.019,508,65.0,31.19,31.6,True
2025-01-25,6,Jumeirah,0.183,555,56.9,40.94,27.0,True
2025-01-25,7,Jumeirah,0.372,763,51.8,67.08,71.6,True
2025-01-25,8,Jumeirah,0.659,840,37.9,91.93,118.3,True
2025-01-25,9,Jumeirah,0.449,765,47.9,71.64,101.2,True
2025-01-25,10,Jumeirah,0.487,751,40.2,72.5,101.3,True
2025-01-25,11,Jumeirah,0.232,646,54.5,50.0,11.9,True
2025-01-25,12,Jumeirah,0.504,754,38.6,73.73,91.2,True
2025-01-25,13,Jumeirah,0.473,792,46.4,75.65,103.2,True
2025-01-25,14,Jumeirah,0.318,669,48.3,56.1,56.4,True
2025-01-25,15,Jumeirah,0.348,678,51.9,58.37,58.5,True
2025-01-25,16,Jumeirah,0.335,620,53.4,52.79,38.4,True
2025-01-25,17,Jumeirah,0.538,781,43.0,78.4,110.7,True
2025-01-25,18,Jumeirah,0.551,731,34.4,74.07,107.2,True
2025-01-25,19,Jumeirah,0.431,713,43.6,65.83,71.7,True
2025-01-25,20,Jumeirah,0.319,665,55.5,55.79,79.2,True
2025-01-25,21,Jumeirah,0.336,666,51.4,56.72,46.7,True
2025-01-25,22,Jumeirah,0.092,504,59.7,33.7,17.5,True
2025-01-25,23,Jumeirah,0.131,619,53.4,43.23,11.3,True
2025-01-25,0,Al Barsha,0.095,539,52.6,36.19,0.0,True
2025-01-25,1,Al Barsha,0.0,477,67.1,28.62,0.0,True
2025-01-25,2,Al Barsha,0.0,552,61.7,33.12,15.4,True
2025-01-25,3,Al Barsha,0.053,530,66.6,33.89,41.9,True
2025-01-25,4,Al Barsha,0.0,495,67.1,29.7,2.6,True
2025-01-25,5,Al Barsha,0.0,472,62.2,28.32,0.0,True
2025-01-25,6,Al Barsha,0.214,608,54.8,46.25,45.8,True
2025-01-25,7,Al Barsha,0.387,747,46.6,66.49,96.4,True
2025-01-25,8,Al Barsha,0.709,842,27.8,95.3,133.8,True
2025-01-25,9,Al Barsha,0.458,777,42.3,73.32,68.4,True
2025-01-25,10,Al Barsha,0.377,757,53.3,66.85,58.1,True
2025-01-25,11,Al Barsha,0.33,730,51.3,61.87,73.3,True
2025-01-25,12,Al Barsha,0.28,679,52.3,54.99,51.0,True
2025-01-25,13,Al Barsha,0.513,803,39.1,79.05,137.0,True
2025-01-25,14,Al Barsha,0.2,622,51.8,46.65,32.7,True
2025-01-25,15,Al Barsha,0.453,742,52.0,69.75,91.9,True
2025-01-25,16,Al Barsha,0.481,722,42.1,69.34,94.1,True
2025-01-25,17,Al Barsha,0.626,755,40.0,80.77,139.1,True
2025-01-25,18,Al Barsha,0.628,794,40.5,85.04,125.3,True
2025-01-25,19,Al Barsha,0.557,744,38.0,75.72,140.3,True
2025-01-25,20,Al Barsha,0.591,779,35.2,81.24,125.2,True
2025-01-25,21,Al Barsha,0.281,668,54.7,54.17,50.7,True
2025-01-25,22,Al Barsha,0.177,568,59.5,41.63,48.0,True
2025-01-25,23,Al Barsha,0.134,585,58.5,40.96,8.7,True
2025-01-25,0,Airport Area,0.097,535,57.4,36.0,24.8,True
2025-01-25,1,Airport Area,0.0,502,65.1,30.12,11.6,True
2025-01-25,2,Airport Area,0.227,608,56.3,46.85,62.6,True
2025-01-25,3,Airport Area,0.138,527,59.4,37.09,54.3,True
2025-01-25,4,Airport Area,0.0,476,63.6,28.56,7.8,True
2025-01-25,5,Airport Area,0.027,509,66.5,31.55,7.4,True
2025-01-25,6,Airport Area,0.3,661,54.6,54.55,55.7,True
2025-01-25,7,Airport Area,0.541,819,43.6,82.35,114.6,True
2025-01-25,8,Airport Area,0.663,813,36.9,89.18,132.0,True
2025-01-25,9,Airport Area,0.657,808,35.6,88.3,146.2,True
2025-01-25,10,Airport Area,0.345,670,46.6,57.53,74.2,True
2025-01-25,11,Airport Area,0.557,822,40.6,83.67,115.5,True
2025-01-25,12,Airport Area,0.442,656,45.2,61.08,99.2,True
2025-01-25,13,Airport Area,0.598,849,40.4,89.05,118.2,True
2025-01-25,14,Airport Area,0.458,720,46.9,67.91,102.2,True
2025-01-25,15,Airport Area,0.307,631,48.5,52.38,65.4,True
2025-01-25,16,Airport Area,0.435,768,47.2,71.15,80.6,True
2025-01-25,17,Airport Area,0.634,797,34.9,85.73,110.6,True
2025-01-25,18,Airport Area,0.655,810,37.0,88.38,137.4,True
2025-01-25,19,Airport Area,0.789,882,29.6,105.14,139.8,True
2025-01-25,20,Airport Area,0.685,831,28.1,92.53,128.2,True
2025-01-25,21,Airport Area,0.463,732,47.0,69.35,93.4,True
2025-01-25,22,Airport Area,0.198,600,58.8,44.9,23.3,True
2025-01-25,23,Airport Area,0.267,662,51.9,52.96,34.4,True
2025-01-26,0,Deira,0.126,582,60.3,40.44,26.5,True
2025-01-26,1,Deira,0.154,525,61.0,37.55,46.8,True
2025-01-26,2,Deira,0.096,557,61.6,37.45,6.4,True
2025-01-26,3,Deira,0.078,533,65.8,35.11,44.0,True
2025-01-26,4,Deira,0.165,598,58.0,43.3,43.0,True
2025-01-26,5,Deira,0.051,502,61.9,32.06,14.3,True
2025-01-26,6,Deira,0.246,648,49.8,50.85,74.0,True
2025-01-26,7,Deira,0.498,706,41.4,68.72,86.6,True
2025-01-26,8,Deira,0.703,892,31.9,100.52,121.9,True
2025-01-26,9,Deira,0.753,916,32.0,106.67,138.8,True
2025-01-26,10,Deira,0.653,859,39.0,93.59,129.7,True
2025-01-26,11,Deira,0.611,812,35.1,85.95,121.7,True
2025-01-26,12,Deira,0.612,791,35.9,83.75,128.9,True
2025-01-26,13,Deira,0.663,832,40.5,91.3,124.5,True
2025-01-26,14,Deira,0.513,702,42.6,69.12,117.0,True
2025-01-26,15,Deira,0.545,745,37.1,75.15,108.5,True
2025-01-26,16,Deira,0.688,852,33.6,95.08,144.4,True
2025-01-26,17,Deira,0.757,788,31.5,92.01,149.2,True
2025-01-26,18,Deira,0.836,915,32.3,112.24,165.0,True
2025-01-26,19,Deira,0.847,933,28.6,115.24,184.2,True
2025-01-26,20,Deira,0.535,743,40.4,74.38,86.8,True
2025-01-26,21,Deira,0.578,799,40.1,82.58,124.8,True
2025-01-26,22,Deira,0.164,605,57.0,43.72,46.8,True
2025-01-26,23,Deira,0.277,617,53.6,49.83,40.4,True
2025-01-26,0,Bur Dubai,0.082,555,64.9,36.71,6.2,True
2025-01-26,1,Bur Dubai,0.0,516,72.7,30.96,18.0,True
2025-01-26,2,Bur Dubai,0.206,643,52.6,48.5,53.7,True
2025-01-26,3,Bur Dubai,0.021,499,64.2,30.71,0.0,True
2025-01-26,4,Bur Dubai,0.078,613,64.5,40.38,25.6,True
2025-01-26,5,Bur Dubai,0.212,570,57.3,43.27,27.8,True
2025-01-26,6,Bur Dubai,0.0,512,64.5,30.72,0.0,True
2025-01-26,7,Bur Dubai,0.402,727,44.3,65.52,73.8,True
2025-01-26,8,Bur Dubai,0.502,710,42.5,69.32,111.7,True
2025-01-26,9,Bur Dubai,0.507,753,43.5,73.81,89.4,True
2025-01-26,10,Bur Dubai,0.395,672,50.8,60.23,85.3,True
2025-01-26,11,Bur Dubai,0.503,791,41.8,77.32,111.2,True
2025-01-26,12,Bur Dubai,0.261,551,51.2,43.85,48.1,True
2025-01-26,13,Bur Dubai,0.571,770,43.2,79.16,96.8,True
2025-01-26,14,Bur Dubai,0.497,744,44.3,72.4,96.6,True
2025-01-26,15,Bur Dubai,0.447,687,45.0,64.23,108.7,True
2025-01-26,16,Bur Dubai,0.506,744,37.7,72.88,106.5,True
2025-01-26,17,Bur Dubai,0.752,818,29.0,95.23,148.0,True
2025-01-26,18,Bur Dubai,0.696,814,32.8,91.31,124.2,True
2025-01-26,19,Bur Dubai,0.637,771,35.2,83.08,127.1,True
2025-01-26,20,Bur Dubai,0.529,714,38.8,71.15,97.9,True
2025-01-26,21,Bur Dubai,0.484,745,43.7,71.75,63.6,True
2025-01-26,22,Bur Dubai,0.38,689,43.7,60.97,74.5,True
2025-01-26,23,Bur Dubai,0.105,549,62.8,37.25,12.6,True
2025-01-26,0,Downtown,0.078,573,61.2,37.74,26.4,True
2025-01-26,1,Downtown,0.003,478,58.6,28.8,0.0,True
2025-01-26,2,Downtown,0.183,562,62.2,41.42,48.7,True
2025-01-26,3,Downtown,0.126,525,62.4,36.46,20.5,True
2025-01-26,4,Downtown,0.0,489,63.5,29.34,15.7,True
2025-01-26,5,Downtown,0.097,479,56.9,32.24,24.3,True
2025-01-26,6,Downtown,0.293,606,59.6,49.69,59.3,True
2025-01-26,7,Downtown,0.479,721,41.1,69.15,96.6,True
2025-01-26,8,Downtown,0.885,915,25.1,115.64,176.0,True
2025-01-26,9,Downtown,0.829,965,24.9,117.88,199.1,True
2025-01-26,10,Downtown,0.593,798,36.5,83.35,114.3,True
2025-01-26,11,Downtown,0.507,730,43.0,71.55,81.0,True
2025-01-26,12,Downtown,0.566,744,39.9,76.21,94.5,True
2025-01-26,13,Downtown,0.539,810,39.8,81.33,106.9,True
2025-01-26,14,Downtown,0.622,866,41.8,92.35,130.8,True
2025-01-26,15,Downtown,0.618,848,41.9,90.17,108.0,True
2025-01-26,16,Downtown,0.66,792,35.0,86.71,137.3,True
2025-01-26,17,Downtown,0.882,928,31.6,117.03,159.1,True
2025-01-26,18,Downtown,0.909,952,23.9,122.03,178.1,True
2025-01-26,19,Downtown,0.87,905,27.8,113.36,184.7,True
2025-01-26,20,Downtown,0.552,787,40.0,79.79,125.6,True
2025-01-26,21,Downtown,0.458,784,46.2,73.99,64.7,True
2025-01-26,22,Downtown,0.384,728,51.9,64.65,102.1,True
2025-01-26,23,Downtown,0.198,581,51.9,43.5,27.9,True
2025-01-26,0,Marina,0.046,489,58.0,31.03,0.0,True
2025-01-26,1,Marina,0.148,570,57.9,40.54,16.9,True
2025-01-26,2,Marina,0.047,499,65.7,31.7,0.0,True
2025-01-26,3,Marina,0.0,505,61.1,30.3,0.0,True
2025-01-26,4,Marina,0.188,590,57.1,43.72,30.6,True
2025-01-26,5,Marina,0.072,571,61.8,37.36,0.0,True
2025-01-26,6,Marina,0.136,581,61.0,40.79,37.0,True
2025-01-26,7,Marina,0.376,680,49.4,59.99,75.6,True
2025-01-26,8,Marina,0.627,780,38.5,83.51,126.1,True
2025-01-26,9,Marina,0.425,686,43.3,63.01,84.0,True
2025-01-26,10,Marina,0.443,788,42.5,73.48,101.7,True
2025-01-26,11,Marina,0.366,697,53.6,60.94,63.2,True
2025-01-26,12,Marina,0.44,716,44.9,66.61,109.9,True
2025-01-26,13,Marina,0.45,679,43.6,63.66,110.7,True
2025-01-26,14,Marina,0.413,703,48.3,63.94,77.7,True
2025-01-26,15,Marina,0.239,634,55.4,49.41,41.2,True
2025-01-26,16,Marina,0.53,732,40.8,73.0,100.1,True
2025-01-26,17,Marina,0.589,779,37.1,81.13,140.4,True
2025-01-26,18,Marina,0.662,793,37.2,86.97,124.7,True
2025-01-26,19,Marina,0.687,819,31.1,91.36,128.7,True
2025-01-26,20,Marina,0.439,752,45.0,69.89,69.7,True
2025-01-26,21,Marina,0.367,724,46.9,63.36,69.5,True
